item_id,section,decision,notes,hashes,similarity
aligned::e91c016d738c8981682a96d5d19a8ffc::ea1420666aa1e3fa5fb6b25561688fff,aligned_pair,reject,,"e91c016d738c8981682a96d5d19a8ffc,ea1420666aa1e3fa5fb6b25561688fff",cosine similarity = 0.555
aligned::df567ccf0076cfe15dc758ce5179fc77::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.752
aligned::e6a4c118dc80a2c4835737319d43ca4b::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.733
aligned::f60da86eb72ac291f909bb02b02ce9ff::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"f60da86eb72ac291f909bb02b02ce9ff,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.580
aligned::e6a4c118dc80a2c4835737319d43ca4b::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.552
aligned::e662ccd0b2764ab04d4b4ac5d7f3d24f::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.544
aligned::e6a4c118dc80a2c4835737319d43ca4b::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.762
aligned::e6a4c118dc80a2c4835737319d43ca4b::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.698
aligned::f60da86eb72ac291f909bb02b02ce9ff::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,reject,,"f60da86eb72ac291f909bb02b02ce9ff,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.469
aligned::e662ccd0b2764ab04d4b4ac5d7f3d24f::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.666
aligned::e662ccd0b2764ab04d4b4ac5d7f3d24f::f60da86eb72ac291f909bb02b02ce9ff,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,f60da86eb72ac291f909bb02b02ce9ff",cosine similarity = 0.639
aligned::e662ccd0b2764ab04d4b4ac5d7f3d24f::e6a4c118dc80a2c4835737319d43ca4b,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,e6a4c118dc80a2c4835737319d43ca4b",cosine similarity = 0.610
aligned::eeb47991ca59d3ad8b44eb97ded966a1::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.733
control::ec4d0f558a5be19229ffb46aeba2760d,attribute_control,reject,,"ec4d0f558a5be19229ffb46aeba2760d,ea6b63799cbf7176e2ea1524dc2336cf,f6126f0461fa49ffabcabc65cd9e34ef","sim(anchor,positive)=0.704  sim(anchor,negative)=0.587"
control::f76046709c9a5830a15b46df00e4129f,attribute_control,accept,,"f76046709c9a5830a15b46df00e4129f,e0a675eccdee7edc34b1dfce71b01305,df2d61bdfb1747cc312dc5364084fc0d","sim(anchor,positive)=0.703  sim(anchor,negative)=0.474"
control::f0179de6164d0122bdbf52bb279a776c,attribute_control,accept,,"f0179de6164d0122bdbf52bb279a776c,f7f2191179e226b24aa8a20d9297f0f5,efb0b0f0ec32a829a90eee37875c11e5","sim(anchor,positive)=0.733  sim(anchor,negative)=0.512"
control::edf23f69af427b09355ed74545ec5e82,attribute_control,accept,,"edf23f69af427b09355ed74545ec5e82,e710eb7f719dfdce8c721e39e1344b95,fc3068c41f6f9733fd94dd5e04cd39bb","sim(anchor,positive)=0.793  sim(anchor,negative)=0.503"
control::ea77f0defff205ac0521c660b352d894,attribute_control,accept,,"ea77f0defff205ac0521c660b352d894,f13f834f33aaa969e6fed6890ccb5243,ed3c7c91c841e2768bf9c713593b940a","sim(anchor,positive)=0.744  sim(anchor,negative)=0.685"
control::e931ad974af313e1999d4d76a073da78,attribute_control,accept,,"e931ad974af313e1999d4d76a073da78,f9868284712a469955aeb5b9d08e0ceb,f7b3ddc2bcca3461b9963a678c544437","sim(anchor,positive)=0.773  sim(anchor,negative)=0.487"
control::e29057d88c07a049716f8a9d677a37c6,attribute_control,reject,,"e29057d88c07a049716f8a9d677a37c6,f763eb2806c96e8f222a77eff8f73f28,fd15743e0df17dba4b81a7693c297f7a","sim(anchor,positive)=0.775  sim(anchor,negative)=0.587"
control::f6b27f58c459342d805416139ba7aaeb,attribute_control,accept,,"f6b27f58c459342d805416139ba7aaeb,e4fbe3964df1be508645bbb859b294c0,effa9ae0fa5da83de8d07260db84bcac","sim(anchor,positive)=0.871  sim(anchor,negative)=0.717"
control::ec0753d78576da91a15bff7d7c9a7311,attribute_control,accept,,"ec0753d78576da91a15bff7d7c9a7311,f93304d0964a3be6e870fa1726901639,ef1941c85541f57045dd470aada081cd","sim(anchor,positive)=0.768  sim(anchor,negative)=0.469"
control::e22288fadccfe610019bbd2edcd1e3c3,attribute_control,accept,,"e22288fadccfe610019bbd2edcd1e3c3,f5ad3175716acefc5b2599c2d4f213cb,fccb407244818cb4573be8075adedc73","sim(anchor,positive)=0.753  sim(anchor,negative)=0.498"
control::f9d92929ae139bcea9ebd905cc2d8295,attribute_control,reject,,"f9d92929ae139bcea9ebd905cc2d8295,fb3275cda13ac83f9ca5fa7afde73b80,f9c3b8d7290ec119ad9549f5a25b23d5","sim(anchor,positive)=0.690  sim(anchor,negative)=0.419"
control::fb1107b89a6fdaaff7907f852898a14d,attribute_control,reject,,"fb1107b89a6fdaaff7907f852898a14d,e7f2cd43be3e6c07606985177fdcad1c,e9658cfe8fdab57b95d7fb0c1af97b21","sim(anchor,positive)=0.578  sim(anchor,negative)=0.522"
control::ecbe3667dbf9c95410aaae4a48d8deda,attribute_control,accept,,"ecbe3667dbf9c95410aaae4a48d8deda,e63f6a2185c0dbf25915cd30dbd8f418,f3477ded01f4c3c77447d2786c9658e9","sim(anchor,positive)=0.753  sim(anchor,negative)=0.555"
control::e8b2a6222ea517c87c3e1d05147e23fa,attribute_control,reject,,"e8b2a6222ea517c87c3e1d05147e23fa,f62ccfeb9858a658b6715401137c4cd3,df2d61bdfb1747cc312dc5364084fc0d","sim(anchor,positive)=0.795  sim(anchor,negative)=0.526"
control::edd38ba03b58b3ad4fdce29ce6364c20,attribute_control,accept,,"edd38ba03b58b3ad4fdce29ce6364c20,e699eb5f80a49467733cd08230692473,eda46f8ed7a4fbfa37760354634bbc86","sim(anchor,positive)=0.804  sim(anchor,negative)=0.541"
control::f62852779212603d96210013611bfa1a,attribute_control,accept,,"f62852779212603d96210013611bfa1a,df4956b1f614483cb551ab998a7b9f99,e63f6a2185c0dbf25915cd30dbd8f418","sim(anchor,positive)=0.825  sim(anchor,negative)=0.586"
control::ece7301b888cbce4696777810d599a6a,attribute_control,accept,,"ece7301b888cbce4696777810d599a6a,e28fd9dcbd7340fc57e1e798d3098493,eeac8a2244faceedd3a4f96bc156a8e4","sim(anchor,positive)=0.645  sim(anchor,negative)=0.471"
control::eab9718442e49f681ea9d88e53ffa8b8,attribute_control,accept,,"eab9718442e49f681ea9d88e53ffa8b8,e2840d4faae37e2a68fbab19e7630b62,f7cccb7ab7fae53c9adb4849d2d576ca","sim(anchor,positive)=0.771  sim(anchor,negative)=0.452"
control::e9218d6b0c09474c299f3d7388f2be72,attribute_control,accept,,"e9218d6b0c09474c299f3d7388f2be72,f952ec615055b7c9aa58c9f013111711,e92dd833e3472eeb6b93df445879966b","sim(anchor,positive)=0.736  sim(anchor,negative)=0.536"
control::e7e77c1ab98f73a63c4d8922d5b1abf5,attribute_control,accept,,"e7e77c1ab98f73a63c4d8922d5b1abf5,f4a9ff4f69db1d8a8809ab5669329e3b,e78219c9cccc2ef4266c56a4fd31112a","sim(anchor,positive)=0.699  sim(anchor,negative)=0.538"
