item_id,section,decision,notes,hashes,similarity
aligned3::f37aebc58e6f499c7b3bdf740e730ca1::f8a206e15af169b1b0ba608a9e14f757,aligned_pair,reject,,"f37aebc58e6f499c7b3bdf740e730ca1,f8a206e15af169b1b0ba608a9e14f757",cosine similarity = 0.600
aligned3::f66cdd771f2f7cd83ce4427dd1579568::f8a206e15af169b1b0ba608a9e14f757,aligned_pair,reject,,"f66cdd771f2f7cd83ce4427dd1579568,f8a206e15af169b1b0ba608a9e14f757",cosine similarity = 0.599
aligned3::ed351b9840808a0601257cea646d6f9f::f10bb6488ce56a1926a5c5683d50eb19,aligned_pair,reject,,"ed351b9840808a0601257cea646d6f9f,f10bb6488ce56a1926a5c5683d50eb19",cosine similarity = 0.499
aligned3::f10bb6488ce56a1926a5c5683d50eb19::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"f10bb6488ce56a1926a5c5683d50eb19,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.485
aligned3::f10bb6488ce56a1926a5c5683d50eb19::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"f10bb6488ce56a1926a5c5683d50eb19,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.466
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::f10bb6488ce56a1926a5c5683d50eb19,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,f10bb6488ce56a1926a5c5683d50eb19",cosine similarity = 0.464
aligned3::f10bb6488ce56a1926a5c5683d50eb19::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f10bb6488ce56a1926a5c5683d50eb19,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.462
aligned3::e662ccd0b2764ab04d4b4ac5d7f3d24f::f10bb6488ce56a1926a5c5683d50eb19,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,f10bb6488ce56a1926a5c5683d50eb19",cosine similarity = 0.458
aligned3::eeb47991ca59d3ad8b44eb97ded966a1::f10bb6488ce56a1926a5c5683d50eb19,aligned_pair,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,f10bb6488ce56a1926a5c5683d50eb19",cosine similarity = 0.455
aligned3::df060e263ffcb757d257f8e7e61aaad4::f10bb6488ce56a1926a5c5683d50eb19,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,f10bb6488ce56a1926a5c5683d50eb19",cosine similarity = 0.454
